threshold,scale_pos_weight,num_leaves,max_depth,subsample,colsample_bytree,min_child_samples,min_child_weight,reg_alpha,reg_lambda,AUC,F1_score,Recall,Precision,Avg_Best_Iteration
0.3,1.4,5,21,0.42,0.6,110,0.001,0.0,1.0,0.8564635014433273,0.4578680437334797,0.7493765601910669,0.32965228792198775,643.6
0.33,1.6,3,11,0.42,0.65,60,0.02,0.0,0.5,0.8559991794104839,0.4569798517523699,0.7518029397991294,0.32826591491003565,996.4
0.3,2.0,8,13,0.1,0.65,100,0.0,0.001,0.7,0.8563620741919113,0.4532108089838416,0.8449312872946623,0.3096688408242979,519.2
0.1,2.0,5,17,0.42,0.45,110,0.001,0.005,1.0,0.8562684986861452,0.4020150777520465,0.9798755183023797,0.2528839613389729,767.4
0.33,1.8,7,19,0.3,0.6,110,0.02,0.001,0.5,0.8564240097877217,0.45769903176848903,0.7817044703047082,0.32360023530147536,510.8
0.15,1.4,5,17,0.15,0.6,110,0.005,0.0,0.7,0.8564672404327706,0.4268924109004941,0.941625942226171,0.27601751964660887,553.0
0.2,1.6,6,9,0.2,0.55,100,0.005,0.005,0.5,0.8563978186133836,0.43907431622965526,0.9103696381184327,0.28930905208638047,520.8
0.3,1.4,7,9,0.1,0.45,110,0.01,0.005,0.3,0.8562058125341381,0.4567266316960669,0.749448039637352,0.3284606705579387,454.8
0.33,2.0,8,17,0.3,0.35,60,0.005,0.0,0.7,0.8565810143364511,0.45740333007218636,0.81160482943354,0.31844521172289986,586.4
0.33,1.6,5,21,0.2,0.6,130,0.02,0.001,0.7,0.8563740613545484,0.45743358191716127,0.7475213540707762,0.3295652389842997,585.0
0.33,2.2,5,13,0.42,0.6,90,0.005,0.001,0.3,0.8527378623154499,0.45224103216823275,0.8103173845296274,0.3136833595959583,352.0
0.1,1.6,5,5,0.42,0.65,70,0.001,0.0,0.7,0.8563023840628435,0.4064435332004095,0.9746660748667623,0.2567581448929375,650.4
0.2,2.2,7,21,0.2,0.35,80,0.005,0.0,0.5,0.8565166021227674,0.4227771168652912,0.9489045462914085,0.2719848766130609,679.4
0.15,1.8,3,19,0.15,0.55,50,0.0,0.005,0.5,0.855970115117119,0.41410965706353686,0.9651749183792322,0.2636072071096435,997.6
0.33,1.6,8,17,0.1,0.35,90,0.01,0.001,0.7,0.8565127787787175,0.4581431116624891,0.7408132104813772,0.33163253894889444,473.0
0.2,1.6,3,11,0.3,0.35,60,0.01,0.001,0.1,0.8558972088987513,0.4361994465110137,0.9157931379222273,0.2862869072341461,998.8
0.3,1.4,4,7,0.4,0.55,60,0.001,0.0,1.0,0.8563318135682657,0.45726876933897137,0.7514462810443485,0.3286409265863058,789.6
0.25,2.2,7,21,0.15,0.65,110,0.01,0.001,0.5,0.8536837974057712,0.4333518393258965,0.9105834653042028,0.2843565360462692,298.8
0.3,2.0,5,21,0.4,0.35,60,0.001,0.005,0.3,0.8565744960605111,0.4542320477141014,0.8482138669107204,0.3101791477812817,789.4
0.2,1.4,4,9,0.15,0.65,60,0.001,0.0,0.7,0.856312432137717,0.4449269308846711,0.885464538733482,0.29711946196954886,720.6
0.25,2.2,6,11,0.1,0.45,90,0.005,0.005,0.7,0.8563387165912726,0.43853505107418983,0.913366503667046,0.28854187847739937,725.2
0.1,1.6,5,21,0.42,0.45,110,0.0,0.005,0.3,0.8563892076088665,0.40623572150400644,0.9748802076290749,0.2565770493673824,697.4
0.33,1.6,5,7,0.1,0.35,70,0.005,0.005,1.0,0.8564995350322675,0.4581915430488575,0.7452375259198936,0.3307980501639832,712.8
0.2,2.0,3,17,0.42,0.55,110,0.005,0.005,1.0,0.8559750959061008,0.4255598113639216,0.9436239289860486,0.2747334883511883,993.8
0.25,2.0,3,21,0.1,0.6,100,0.02,0.001,0.1,0.8559760382715844,0.44086037756817864,0.8991659542913514,0.2920261437835161,997.8
0.1,1.6,8,21,0.4,0.35,90,0.02,0.0,0.3,0.856529933076918,0.40597713042115424,0.9757365349606303,0.2563119909564596,502.8
0.25,2.2,8,17,0.2,0.45,110,0.01,0.0,0.7,0.8562437765289646,0.43877351592360975,0.9111544096095674,0.28897064060616,660.4
0.2,2.0,5,13,0.42,0.35,70,0.005,0.001,0.7,0.8566489260872254,0.42704066561366794,0.9396275989603268,0.27631436534752585,864.8
0.2,2.0,7,3,0.3,0.35,100,0.005,0.001,0.1,0.8565952578029666,0.426745191069912,0.9405551001616246,0.27598479973165413,673.0
0.25,2.2,3,19,0.3,0.6,50,0.001,0.005,0.5,0.8460175009897976,0.4293038033252735,0.916007016037421,0.2803936043153317,421.4
0.3,2.0,8,17,0.1,0.45,90,0.02,0.0,0.5,0.856357086333281,0.4541225152642392,0.8475002947540402,0.31016911924379464,569.8
0.25,2.0,3,3,0.42,0.65,80,0.001,0.001,1.0,0.8560784564105978,0.4410613205193285,0.8984522293463998,0.2922790241795698,990.6
0.1,2.2,6,5,0.15,0.35,120,0.0,0.005,0.3,0.8565347824709176,0.3987310448059501,0.9806606717641928,0.2502393819214487,764.4
0.25,1.8,7,11,0.3,0.6,120,0.001,0.001,1.0,0.856532350310206,0.44807617651037274,0.8798983346842364,0.3005775031001067,523.8
0.15,2.0,4,21,0.4,0.45,60,0.005,0.001,0.5,0.8562126853941756,0.41188075246579564,0.9680295380472079,0.26159325777322684,902.2
0.3,1.8,3,11,0.42,0.55,120,0.001,0.001,1.0,0.8560702796558031,0.4554457698727214,0.8263767305499894,0.3143575466973264,998.2
0.25,1.8,5,19,0.4,0.6,120,0.005,0.0,0.3,0.8563701697505838,0.4473794003398674,0.8778286392956665,0.3001917267611952,584.8
0.3,2.0,4,15,0.1,0.55,120,0.01,0.001,0.3,0.8563396231884225,0.45339766923916897,0.8470720292294149,0.3095519558567483,814.6
0.25,1.4,4,19,0.4,0.55,60,0.01,0.0,1.0,0.8563318135682657,0.4554967450904587,0.8243785146077046,0.31469904646475694,789.6
0.25,1.4,8,7,0.3,0.45,60,0.01,0.001,0.5,0.8562100287655152,0.45630036611365343,0.8245929274818481,0.3154326953594458,475.4
0.3,2.0,8,5,0.2,0.65,110,0.005,0.005,0.7,0.8564480072915789,0.4535688440696114,0.8457159823916609,0.3098923535765218,498.2
0.3,1.4,7,5,0.15,0.55,80,0.0,0.001,0.1,0.8564558883887832,0.4583805876349151,0.7482350790157278,0.3304091931946104,472.2
0.33,1.4,6,7,0.42,0.55,50,0.0,0.001,0.1,0.8562751179591339,0.45440669316488325,0.6900031907284003,0.3387754503413024,471.6
0.2,1.8,5,15,0.15,0.45,130,0.01,0.005,0.3,0.856387885658231,0.43316711438209293,0.9266401120651041,0.2826548720067987,749.2
0.15,1.6,3,21,0.3,0.65,80,0.01,0.005,0.3,0.8559756477907591,0.41902164817862275,0.9561833795390531,0.26830018665514654,988.4
0.15,2.0,8,11,0.3,0.55,50,0.01,0.001,1.0,0.8564986677470122,0.4145042807887993,0.9659600463763333,0.2638685216183731,573.4
0.15,1.4,6,13,0.4,0.55,110,0.005,0.001,0.5,0.8565459414284697,0.4275754538446173,0.9392710929938174,0.2767916848458504,555.2
0.15,2.0,6,5,0.15,0.6,100,0.02,0.001,0.5,0.8564307561552198,0.4130134403506167,0.9658172912014582,0.2626711506140594,621.6
0.1,2.0,5,3,0.4,0.35,120,0.005,0.0,1.0,0.8565358617712935,0.4010993445313923,0.9796615128636266,0.25217365553505244,847.8
0.2,1.6,8,9,0.4,0.55,70,0.0,0.005,0.1,0.8564240676547007,0.4392160145009948,0.9105122914344603,0.2894204209622237,474.6
0.2,2.0,3,21,0.2,0.45,60,0.005,0.001,0.7,0.8559023733684878,0.4253169475710795,0.9444088787301664,0.27446414507629485,999.8
0.15,1.6,4,19,0.2,0.65,130,0.005,0.0,0.5,0.8563941470668259,0.4206585127166339,0.9531148562911718,0.26988922444521324,823.6
0.25,1.8,8,13,0.1,0.6,60,0.001,0.0,0.7,0.8563771117569223,0.4477976698410707,0.8795414467470486,0.30037077199027135,486.0
0.3,1.8,3,15,0.1,0.55,130,0.0,0.001,0.5,0.8560027275399682,0.45524068678198776,0.8265907869181663,0.31413112825241435,969.4
0.33,1.8,7,15,0.42,0.55,60,0.001,0.001,0.1,0.8563900928723127,0.45811314139008036,0.7837738346520234,0.3236526460354014,526.6
0.3,2.2,5,21,0.15,0.35,120,0.005,0.005,0.7,0.856561881664484,0.44972502181251606,0.8680523289643528,0.30348828946192125,841.8
0.1,1.6,3,3,0.2,0.6,60,0.0,0.0,1.0,0.8559687440663113,0.40497254047552955,0.9764500561878868,0.25546205930147314,940.4
0.15,2.0,6,13,0.42,0.65,110,0.02,0.005,0.3,0.8564126263720351,0.4127412905158179,0.9666736949271494,0.26239019143650194,602.6
0.25,1.4,6,21,0.3,0.55,50,0.005,0.0,0.7,0.8564181050734707,0.4566166840137191,0.8232369825029417,0.31593479945327163,540.2
0.25,1.6,5,5,0.42,0.55,130,0.005,0.0,0.7,0.8563594256998138,0.45239276503855796,0.852495376244938,0.3079004819689903,557.6
0.2,1.6,3,17,0.1,0.45,50,0.0,0.001,0.3,0.85590533576481,0.43673126176458366,0.9118684655957736,0.28713246513539137,982.6
0.15,2.2,4,5,0.4,0.45,80,0.001,0.001,0.3,0.8564024972558595,0.40965138854687966,0.9706698212351761,0.25960757439460147,968.4
0.3,1.4,5,7,0.15,0.65,90,0.001,0.0,0.1,0.8563367013319041,0.4577408679510532,0.7525884752316205,0.32890684726121655,597.0
0.15,1.4,5,9,0.4,0.55,50,0.001,0.001,0.1,0.8563893150670634,0.4269433833897612,0.940555456667591,0.2761512761386881,610.8
0.15,2.0,7,5,0.42,0.35,120,0.01,0.001,1.0,0.8565049119799172,0.41199329484024705,0.9685291047651352,0.2616490492404021,578.0
0.3,1.4,6,19,0.15,0.65,50,0.02,0.001,0.7,0.8563567646963997,0.4577010504746041,0.7495909221357866,0.3294411218394996,482.0
0.33,1.4,3,17,0.3,0.6,60,0.01,0.005,0.7,0.856074313486924,0.45512667036910537,0.6944991384014731,0.33848622273042295,994.0
0.1,1.4,5,21,0.15,0.35,70,0.005,0.005,1.0,0.8565356749989421,0.40870063380769855,0.9720257916787942,0.2587504478540837,753.0
0.3,1.8,6,21,0.4,0.55,120,0.02,0.005,0.7,0.8564519377143969,0.45632706628002984,0.8231655030566566,0.3156690858032315,546.2
0.1,1.4,8,19,0.42,0.45,110,0.01,0.0,0.7,0.8561585127228047,0.40852654359453117,0.9713833679271444,0.25865577249737964,421.8
0.2,2.0,6,15,0.42,0.35,100,0.01,0.001,0.5,0.8565823815188912,0.4273235566538965,0.9408408906232054,0.2764445767718448,723.6
0.2,1.6,8,17,0.1,0.35,60,0.0,0.001,0.1,0.8563859176082046,0.4388501085892762,0.9127242327036674,0.2888731317904897,473.4
0.33,1.8,4,19,0.1,0.65,130,0.02,0.001,0.1,0.8564200939669122,0.4574426364932904,0.7870563378739461,0.32243081365502074,842.4
0.25,1.8,8,15,0.42,0.35,90,0.02,0.001,0.5,0.8565573824165392,0.4476413344479925,0.8798266769849679,0.3001949435055173,593.2
0.1,2.2,7,9,0.15,0.6,80,0.0,0.001,1.0,0.854017755524691,0.38991784216279296,0.9862984825832829,0.24304589964297288,297.0
0.2,1.4,5,21,0.15,0.6,130,0.02,0.005,1.0,0.8564883083396374,0.4461534178528595,0.8863207132767661,0.29811711146544884,627.4
0.1,2.2,8,11,0.1,0.45,90,0.005,0.001,0.5,0.8561536851189,0.3999472962967533,0.9809459783962478,0.2511792003036095,693.2
0.1,1.6,4,21,0.42,0.6,60,0.001,0.005,0.1,0.8562232055500273,0.4062102042425721,0.9753796470234425,0.256522646540697,750.2
0.1,2.2,4,15,0.3,0.6,100,0.001,0.001,0.5,0.850334816420526,0.38868301155496016,0.9860842988915465,0.2421017148275416,403.4
0.33,1.8,7,21,0.1,0.35,70,0.001,0.005,0.1,0.856637599874628,0.45753549449058256,0.7789210754358986,0.32390879013924334,572.8
0.33,1.4,5,17,0.42,0.6,120,0.02,0.001,0.7,0.8564681354456049,0.4546077638136702,0.6905026555874798,0.33886994097937145,613.6
0.2,1.6,7,5,0.2,0.6,60,0.005,0.005,1.0,0.8564671930726565,0.43955746267348267,0.909227596719432,0.2898456728294712,554.8
0.25,2.2,8,11,0.1,0.45,110,0.02,0.0,0.1,0.8561635567846675,0.439621602439756,0.9115110683643481,0.2896711615391695,719.8
0.15,1.8,4,7,0.2,0.55,100,0.0,0.0,0.7,0.8563989559055779,0.41589124049089865,0.9624634358568098,0.26525754068233975,820.0
0.33,2.0,4,7,0.3,0.65,80,0.02,0.005,0.5,0.8564219677009322,0.45625153521623396,0.8155298073365362,0.316731941594366,827.4
0.1,2.0,8,3,0.3,0.35,120,0.0,0.001,1.0,0.8564519271502817,0.40151082122515735,0.9788051346026474,0.2525561555289241,655.8
0.25,2.2,6,15,0.2,0.35,110,0.0,0.001,0.3,0.8565603555576216,0.4383618374051144,0.9139376007606819,0.2883349441899957,773.6
0.3,2.0,8,13,0.1,0.6,60,0.001,0.001,1.0,0.8563463597604153,0.45437380648178693,0.84700095721852,0.31047193241784277,584.8
0.25,2.2,3,15,0.2,0.55,80,0.005,0.0,0.1,0.8460612473507408,0.4291698241572708,0.9162924245283234,0.2802496763039055,421.2
0.3,1.4,7,19,0.15,0.55,100,0.001,0.0,0.1,0.8564041799145127,0.4580634261512624,0.7456657659798069,0.3305847092965803,505.8
0.15,1.8,4,7,0.4,0.45,60,0.001,0.005,0.7,0.8562774327697898,0.4155152182599319,0.9634623401102571,0.2648773249454161,829.4
0.25,2.2,7,17,0.42,0.65,100,0.005,0.0,0.7,0.8538712563479208,0.43346743090509376,0.9097985664895086,0.28453719027116897,313.6
0.1,2.0,6,11,0.2,0.65,50,0.005,0.005,0.1,0.8563414962395482,0.4017162477526191,0.9794474055660258,0.25267590385171734,551.4
0.2,2.0,6,3,0.1,0.55,90,0.0,0.005,0.1,0.8564175030968288,0.4273500466755033,0.940198645124539,0.2765216280893585,552.4
0.3,2.2,7,15,0.3,0.65,130,0.0,0.001,1.0,0.8537535125827447,0.44924192252028694,0.8305122506909213,0.3080160739349488,276.8
0.33,1.6,5,21,0.3,0.65,70,0.0,0.001,0.1,0.856378161954486,0.45648791768537966,0.7478068898852382,0.32852604123030577,592.4
0.2,1.4,7,7,0.1,0.45,120,0.01,0.005,1.0,0.856042011894796,0.4445685586259729,0.8853216307703355,0.2968177126412967,455.4
0.3,1.6,5,13,0.2,0.6,110,0.005,0.005,1.0,0.856469937018274,0.45746071752851714,0.7908382295608126,0.32181721136772234,650.6
0.1,1.8,3,13,0.1,0.65,110,0.005,0.001,1.0,0.8559671009992431,0.402310388336007,0.979019063647265,0.25317484030258797,982.0
0.15,1.8,3,21,0.42,0.45,100,0.005,0.005,0.7,0.8558572514742748,0.41411309467957247,0.9638191007238854,0.2637104547568761,999.4
0.15,2.2,8,5,0.2,0.65,110,0.005,0.0,1.0,0.8537909702033538,0.4079305446465571,0.9715262758902907,0.2581765512446432,250.2
0.1,2.0,7,13,0.1,0.55,90,0.001,0.0,0.5,0.8564497190320294,0.4021441876080215,0.9796615128636266,0.25300132049284096,639.0
0.25,1.6,4,7,0.15,0.35,90,0.0,0.005,1.0,0.856409865750158,0.45282698788875536,0.8551360159388726,0.3079589783541433,895.0
0.33,2.2,3,13,0.4,0.45,110,0.001,0.0,0.3,0.8558916994520326,0.45266340942440947,0.837865950191533,0.3101066167211525,999.4
0.33,2.2,4,17,0.1,0.6,100,0.001,0.001,1.0,0.8503199184563579,0.45101748680856096,0.8113880483411904,0.3123484677567162,324.6
0.2,2.0,4,19,0.15,0.55,120,0.001,0.001,1.0,0.8563414902800265,0.42748899628870235,0.9404127524221397,0.2766208541043766,897.4
0.25,2.0,5,15,0.4,0.65,110,0.001,0.0,1.0,0.856379392767918,0.44310681996187407,0.8976669485610274,0.29415797535619126,669.0
0.15,1.8,3,17,0.2,0.65,60,0.02,0.0,0.5,0.8559505451968507,0.4136452411141972,0.9649608110816315,0.2632461925907875,983.8
0.1,1.6,5,17,0.4,0.45,110,0.0,0.0,0.7,0.8562632383241471,0.4062270839956959,0.9746660494020503,0.2565845782707977,748.4
0.2,1.4,6,3,0.3,0.65,100,0.001,0.001,0.1,0.8563390942637655,0.4458121584595989,0.8843223954756338,0.2980336378045923,500.8
0.2,1.6,3,13,0.1,0.55,70,0.001,0.0,0.5,0.8560272635142872,0.4373344888500613,0.9113688224837109,0.28770542703563523,988.8
0.25,1.6,8,17,0.3,0.65,50,0.0,0.0,0.5,0.8564723574975744,0.45186056133241587,0.8514965229209146,0.30754020364729967,456.4
0.15,1.6,7,21,0.4,0.6,60,0.005,0.0,0.5,0.8563958470189446,0.4212095328187739,0.953186284808033,0.27034408964183393,459.8
