threshold,scale_pos_weight,num_leaves,max_depth,subsample,colsample_bytree,min_child_samples,min_child_weight,reg_alpha,reg_lambda,AUC,F1_score,Recall,Precision,Avg_Best_Iteration
0.3,1.2,4,13,0.3,0.25,105,0.003,0.001,1.0,0.8557667831037563,0.4528648403898042,0.6807258104972164,0.33933424852054156,901.2
0.25,1.8,7,9,0.2,0.35,60,0.01,0.0,1.5,0.8565827752243755,0.44801155360751393,0.8813966019379155,0.3003429655204163,651.6
0.25,1.6,9,11,0.25,0.35,45,0.01,0.0,6.0,0.856709199934502,0.4533877920493543,0.8545649697746602,0.3085560567163178,518.6
0.2,1.2,7,15,0.25,0.4,75,0.0005,0.001,5.0,0.856207543217592,0.451451335151008,0.8534230556992191,0.3069080684387259,527.2
0.25,1.4,4,13,0.3,0.55,150,0.008,0.0,1.0,0.856405647594294,0.456142286474784,0.8256631583933091,0.3151243362321073,761.6
0.25,1.2,8,13,0.05,0.3,165,0.01,0.002,3.5,0.856627093964106,0.45730936590053783,0.7739969386323362,0.32454125123231103,455.0
0.3,1.8,8,7,0.35,0.4,90,0.0005,0.003,0.5,0.8561853155158513,0.45618014381838734,0.8228088443018761,0.31557721767171154,516.0
0.35,1.8,9,11,0.3,0.55,45,0.008,0.004,3.5,0.856362068394262,0.45775364137612823,0.7508042392633772,0.32926847255582603,431.4
0.15,1.4,8,13,0.35,0.5,120,0.004,0.004,1.5,0.856559160498432,0.4279778701448186,0.9393421904694241,0.2771254167319099,422.6
0.2,1.6,9,17,0.15,0.45,120,0.0005,0.002,2.5,0.8562656870179328,0.43914220610322224,0.909370377359019,0.28946871052366163,481.8
0.2,1.6,8,15,0.4,0.6,135,0.003,0.004,6.0,0.8565169506522782,0.43937214580104483,0.9107978527136342,0.28952447280173993,420.8
0.2,1.0,6,21,0.3,0.3,75,0.004,0.001,2.0,0.8565591352234516,0.45691386591411254,0.8091071995615995,0.31835832156450994,576.2
0.2,1.0,4,11,0.4,0.3,135,0.01,0.004,2.0,0.8562996871208848,0.455877917111851,0.8113906202770916,0.3170009444643589,776.4
0.3,1.6,7,11,0.15,0.25,45,0.01,0.001,1.5,0.8560137817148176,0.45718141400137186,0.7906958308919041,0.3215677378954838,605.4
0.35,1.6,4,21,0.2,0.3,135,0.002,0.003,3.5,0.8564553032013157,0.4564770701855159,0.7072015987764716,0.33702477717268003,872.2
0.3,1.8,9,21,0.35,0.6,60,0.015,0.003,2.5,0.8562491995606551,0.45539874755564985,0.8203822864408303,0.31519282552319344,450.8
0.2,1.4,8,19,0.2,0.45,135,0.001,0.002,2.0,0.8563431317037257,0.44600979482707553,0.8864633411280817,0.2979734981829452,530.0
0.25,1.4,6,21,0.1,0.35,60,0.003,0.003,1.5,0.8565662045301234,0.45649132154471905,0.8223090738662536,0.3159517725696417,567.0
0.2,1.0,7,17,0.3,0.6,120,0.0005,0.001,5.0,0.8562992562812154,0.45720726214327573,0.8091783225019181,0.3186277204541415,459.2
0.3,1.8,9,5,0.35,0.6,30,0.008,0.002,5.0,0.8564887311912137,0.45703043729423787,0.8213818273120749,0.3166078490784239,469.0
0.3,1.8,9,21,0.2,0.6,75,0.004,0.003,6.0,0.8564592756351062,0.4565686975278867,0.8207393780957132,0.3162582373231212,483.2
0.15,1.6,6,17,0.15,0.6,60,0.0005,0.003,0.5,0.8564516251596059,0.4213906094942142,0.9519017174165642,0.2705907725837248,604.2
0.15,1.6,5,19,0.15,0.25,90,0.01,0.002,2.0,0.8559510352352688,0.42036292673483155,0.9527580956775434,0.26967862723248237,767.8
0.3,1.4,6,17,0.25,0.55,90,0.001,0.003,0.5,0.8565534941811384,0.45815658803397347,0.7474500783421861,0.3303405279634307,565.2
0.35,1.0,6,11,0.1,0.25,30,0.003,0.001,0.5,0.8557927256467142,0.33441335917694975,0.29151571822073985,0.39228520358023616,619.4
0.35,1.2,5,9,0.4,0.3,165,0.003,0.003,2.5,0.8566099613448586,0.41981477119968513,0.49154706528108083,0.36645006550005954,689.0
0.25,1.2,8,7,0.15,0.45,45,0.0005,0.002,5.0,0.8561309568056916,0.4568860107536401,0.7789920965173697,0.3232463194949631,431.6
0.3,1.2,4,11,0.1,0.45,165,0.001,0.004,0.5,0.8563448872714761,0.4540878488821282,0.685435814538466,0.33953257699732325,851.0
0.25,1.8,7,15,0.1,0.5,30,0.01,0.003,1.0,0.8565032684351808,0.44805523970120953,0.8811112443764367,0.3004176907346949,550.2
0.3,1.4,9,19,0.15,0.55,60,0.004,0.004,6.0,0.8563821521837385,0.45847372259890146,0.7440243870452862,0.33133584091781526,452.2
0.3,1.6,9,13,0.3,0.4,45,0.004,0.003,2.0,0.8562003654927821,0.4573217610209948,0.7901248611218274,0.3217950512576532,428.8
0.3,1.8,8,17,0.3,0.25,135,0.008,0.001,6.0,0.8560928226729141,0.4558351460144069,0.8232370843617893,0.3151892304577415,570.6
0.2,1.4,6,15,0.25,0.45,150,0.0005,0.004,2.0,0.8563399038042416,0.44613445075915087,0.8868917594409783,0.29804012553471865,598.2
0.15,1.2,9,17,0.4,0.4,135,0.015,0.003,0.5,0.856195609544668,0.4341533556686848,0.9209310255174238,0.28403305234319554,369.0
0.15,1.4,5,17,0.2,0.45,165,0.008,0.003,3.5,0.8562629898879635,0.4265681933749397,0.9406266814667571,0.27583117917712896,610.0
0.3,1.8,6,15,0.4,0.45,90,0.004,0.001,1.0,0.8563167060810418,0.4559874063762943,0.8224519054352644,0.3154449558714452,617.8
0.2,1.4,4,21,0.15,0.4,75,0.015,0.002,2.5,0.8563185394450625,0.44549243439615616,0.8858927787933955,0.29757715653436384,896.0
0.15,1.2,6,11,0.3,0.35,90,0.0005,0.004,1.5,0.8565410760506065,0.4344279167388289,0.9230004407941628,0.28407080739694546,584.0
0.25,1.0,4,21,0.25,0.35,135,0.001,0.0,2.5,0.8564581793735677,0.45714985341319114,0.7148372181024562,0.33603506872973116,817.0
0.3,1.6,7,15,0.15,0.25,90,0.015,0.0,1.0,0.8558917175911992,0.4570159212139783,0.7910526424349562,0.32134382161188946,606.0
0.3,1.6,4,5,0.15,0.35,165,0.004,0.0,2.0,0.8564843667594205,0.4567444764473283,0.7901246828688443,0.3212251363698685,848.0
0.15,1.8,7,11,0.45,0.55,135,0.015,0.002,5.0,0.8564422090693821,0.4165505771198723,0.9603938932565115,0.2659548068603236,509.4
0.25,1.8,8,5,0.1,0.4,75,0.004,0.0,1.5,0.856477561344354,0.44825823943053306,0.8774718786820381,0.3010273741077851,577.2
0.2,1.2,8,7,0.15,0.25,120,0.015,0.004,6.0,0.8559779091893575,0.45120581706465135,0.8557066801324062,0.3063853552876876,549.8
0.25,1.0,5,13,0.25,0.6,45,0.003,0.002,2.0,0.8564205347558917,0.4572447191704853,0.7199750547682291,0.33502295890066863,570.4
0.3,1.0,8,11,0.15,0.45,60,0.001,0.0,1.5,0.8561352836825092,0.4304986047462046,0.5373607557722773,0.35913131402370574,500.4
0.25,1.8,9,13,0.4,0.3,135,0.004,0.003,2.5,0.8567412109497893,0.4480975442469096,0.8808259377443818,0.3004890986677028,484.2
0.35,1.8,7,19,0.1,0.25,120,0.008,0.004,2.5,0.8561729825139229,0.45763752776559113,0.7532303896890327,0.3286875170996276,724.2
0.15,1.0,5,5,0.25,0.25,60,0.015,0.004,6.0,0.855765694595443,0.44372185879132064,0.8908163553732962,0.29545141977963224,743.0
0.25,1.2,8,17,0.4,0.3,135,0.008,0.003,3.5,0.8565924574537023,0.4578165748810322,0.7749243125100744,0.3248850342350783,467.2
0.25,1.0,5,15,0.35,0.6,90,0.01,0.004,0.5,0.8565212389047868,0.45718124132106264,0.7181200523656336,0.33536051722864496,649.0
0.3,1.0,6,13,0.3,0.3,120,0.0005,0.004,6.0,0.8565317908377509,0.43080633699001875,0.5386451449107628,0.35897246596656773,576.6
0.3,1.0,5,21,0.3,0.6,135,0.0005,0.001,2.5,0.8564007644467452,0.4323921059641789,0.5447108138190879,0.35849903487828355,604.2
0.35,1.2,6,19,0.4,0.3,30,0.003,0.001,2.5,0.8565846036894612,0.41879710941037274,0.4899052534464577,0.36580673677231557,620.6
0.35,1.0,8,17,0.1,0.4,45,0.015,0.0,1.5,0.8562477532409133,0.33983777019597183,0.2990089134131041,0.39371793278630635,512.0
0.3,1.4,8,13,0.35,0.6,135,0.003,0.003,1.5,0.8564669973302687,0.4576719814676358,0.7446669635852075,0.3303776712093783,439.0
0.3,1.2,8,21,0.15,0.3,90,0.01,0.002,2.5,0.856394718933638,0.4522924793823816,0.6747322321882617,0.34016322975803504,413.2
0.15,1.4,9,13,0.4,0.35,135,0.015,0.002,3.5,0.8565804888425175,0.42605008400215605,0.9418397948766529,0.2752918654802531,405.6
0.35,1.8,7,19,0.3,0.4,75,0.01,0.001,5.0,0.8562733877898943,0.4571188171747445,0.7533015890234869,0.32813020426861195,620.8
0.15,1.4,9,19,0.35,0.55,60,0.015,0.0,1.5,0.8563790448323794,0.4271103725915667,0.9392707874172748,0.2764032433144202,363.0
0.35,1.8,6,7,0.4,0.3,150,0.015,0.0,1.5,0.8566992032284675,0.4584794411687875,0.7534447007043286,0.3295078083956283,562.6
0.3,1.2,4,19,0.25,0.5,165,0.01,0.0,3.5,0.856531156957334,0.4543780232164122,0.6805838701931218,0.3410522403166613,806.0
0.35,1.6,6,19,0.45,0.25,165,0.001,0.001,2.5,0.8562347960179343,0.4562798945437869,0.7066307817946663,0.33694153192929727,738.8
0.2,1.0,7,7,0.1,0.6,60,0.004,0.0,0.5,0.8563655116188199,0.45718562217982434,0.8106773536969542,0.31837300151257203,386.2
0.25,1.0,6,15,0.3,0.55,60,0.003,0.004,5.0,0.8563586325196082,0.4570460064508383,0.7149801769950266,0.33590112108838266,448.4
0.35,1.2,5,9,0.1,0.55,165,0.003,0.003,1.5,0.856549876475565,0.4209972911104498,0.4975410255607139,0.36494535333154887,612.2
0.2,1.6,9,13,0.4,0.45,30,0.015,0.002,1.5,0.85620516291537,0.4379169182345201,0.9103694089360257,0.2883082698156364,422.8
0.15,1.6,6,13,0.35,0.45,135,0.004,0.001,5.0,0.8563337845526474,0.42114697808270807,0.9522586562831756,0.2703599037073582,635.0
0.3,1.0,5,17,0.3,0.45,90,0.0005,0.003,2.5,0.8564103843352893,0.43215990661504733,0.543783363547214,0.358602950039575,714.0
0.15,1.8,9,5,0.4,0.45,75,0.008,0.001,2.0,0.8564568533205413,0.41683610751902045,0.9595376677838037,0.2662537064880627,543.8
0.35,1.4,9,9,0.1,0.25,90,0.015,0.0,3.5,0.8561121520697055,0.4444168829223843,0.6182848090515847,0.3469162925832091,556.2
0.2,1.0,6,15,0.35,0.35,75,0.002,0.004,3.5,0.8566255589824834,0.45684652837673284,0.8087499551184452,0.3183425840241523,631.2
0.35,1.8,6,9,0.25,0.6,90,0.008,0.0,6.0,0.8565167287375081,0.45784136606687886,0.7528020477702716,0.32896887234404837,572.2
0.15,1.2,5,17,0.45,0.5,45,0.01,0.0,2.5,0.8564877663479468,0.4358304403255726,0.9198606927471152,0.28557013173156304,643.0
0.35,1.0,7,15,0.25,0.55,105,0.001,0.001,6.0,0.8565721470492671,0.3410347442537904,0.300650266882913,0.39418704245234537,489.4
0.15,1.8,8,15,0.2,0.3,135,0.004,0.003,1.0,0.8566042965615113,0.41622578304930913,0.9618927207338522,0.2655738818576166,570.2
0.2,1.0,4,13,0.4,0.3,45,0.003,0.004,1.5,0.8563090544989631,0.45667725668351117,0.812603810081123,0.31758717929589375,769.6
0.3,1.6,6,21,0.35,0.35,120,0.001,0.003,5.0,0.8566764453329325,0.4568708451110945,0.7864852153155981,0.3219572554709602,648.2
0.25,1.0,9,15,0.2,0.6,135,0.003,0.002,1.0,0.8563044650752669,0.45558531263798085,0.7136240792278489,0.33463594182483114,309.4
0.25,1.8,9,15,0.05,0.55,90,0.003,0.0,6.0,0.8563843334232413,0.4491180413158526,0.8793986915721735,0.30157277153018297,546.2
0.15,1.2,9,5,0.05,0.5,75,0.002,0.004,2.0,0.856468744591601,0.4366875852825207,0.9202173769666079,0.28627281626971535,389.6
0.15,1.8,5,11,0.2,0.5,60,0.0005,0.002,1.5,0.8565379794975962,0.4165657547291013,0.9608219805281534,0.265932909155922,749.4
0.2,1.8,6,9,0.1,0.25,60,0.0005,0.002,2.0,0.8560148876553096,0.4321539945629681,0.9282812872819297,0.2816393423264375,742.0
0.35,1.4,4,9,0.25,0.25,60,0.01,0.004,1.0,0.8558216150250185,0.44455614641318897,0.623279763218923,0.3455126905920022,940.8
0.15,1.6,7,15,0.45,0.3,135,0.003,0.004,0.5,0.8565663181051516,0.4200157840063447,0.954256744901901,0.2692700243108631,515.8
0.35,1.4,7,5,0.05,0.6,120,0.01,0.0,6.0,0.8564407101151819,0.44628028753189086,0.6290605583952953,0.34582606288645173,439.4
0.3,1.0,4,15,0.15,0.3,60,0.004,0.004,3.5,0.856276594195427,0.4312711674850189,0.5417850202813698,0.3582306991853202,770.0
0.3,1.8,8,13,0.4,0.55,45,0.001,0.004,2.0,0.8563418311370647,0.45668246815514324,0.8212386901665214,0.3162941398241689,462.6
0.3,1.6,5,17,0.3,0.6,120,0.01,0.0,3.5,0.8565290601662368,0.4574948283467154,0.7909810356651116,0.3218274352689363,624.8
0.3,1.4,9,13,0.3,0.35,135,0.001,0.0,1.0,0.8565775846066213,0.45733939356977277,0.7433824471231623,0.33027280974034495,366.6
0.15,1.6,4,15,0.15,0.25,165,0.008,0.0,5.0,0.8557811075639666,0.4199478125723216,0.9538285048419877,0.26924790650906455,926.4
0.25,1.6,9,5,0.25,0.45,105,0.001,0.004,2.0,0.8563856674405143,0.45296404399140566,0.852567135803054,0.30842077635327425,543.0
0.2,1.6,5,7,0.3,0.5,45,0.004,0.004,2.0,0.856361503770825,0.43861979454654365,0.9103694853301615,0.2889173258082752,598.4
0.3,1.8,8,21,0.05,0.45,30,0.002,0.002,2.5,0.8563346299059293,0.45668884437504575,0.8238791770721846,0.31590668319006837,549.6
0.25,1.4,4,9,0.15,0.55,45,0.002,0.0,1.0,0.8563559079420686,0.4554872850697403,0.8248069329206013,0.31462398997229585,749.8
0.35,1.2,7,17,0.4,0.5,60,0.008,0.002,3.5,0.8563889648039558,0.4211470350473843,0.4943298999262288,0.36694251567195546,435.8
0.35,1.8,4,5,0.15,0.35,165,0.0005,0.0,2.5,0.856468544679403,0.4577518553075602,0.7552999068246191,0.32840335747826327,845.6
0.3,1.6,7,19,0.35,0.45,75,0.001,0.002,5.0,0.8561498279757765,0.4562073855912274,0.7894824628348897,0.32080204576607474,504.4
0.15,1.4,9,19,0.45,0.45,30,0.003,0.003,0.5,0.8562025480602073,0.4258192424441952,0.9408407378349342,0.27518848216634517,382.4
0.15,1.2,6,11,0.15,0.45,90,0.008,0.0,0.5,0.8562869707416331,0.43551656094996083,0.9205739593272529,0.28523277521185514,624.6
0.3,1.6,5,9,0.35,0.4,150,0.008,0.0,5.0,0.8564418702074603,0.45783242674671765,0.7929079758788063,0.32184433181960415,770.8
0.15,1.6,4,19,0.1,0.5,165,0.01,0.004,5.0,0.8566237464148937,0.420487841420638,0.9545420769986679,0.2696347881274688,812.8
0.3,1.4,4,17,0.05,0.5,60,0.015,0.002,1.0,0.8564941917376764,0.45780902856388045,0.7505184742665081,0.3293768450753781,807.6
0.3,1.0,5,17,0.35,0.3,120,0.004,0.002,2.0,0.8565559679971004,0.43190331543745764,0.5414282087383178,0.35925645559553326,662.0
0.25,1.2,4,21,0.1,0.4,105,0.008,0.001,2.0,0.8562614492407686,0.4566416976196054,0.7837733762872093,0.32218718085035336,768.0
0.15,1.2,6,11,0.15,0.35,45,0.002,0.003,6.0,0.8566586689572265,0.43468444767845094,0.9212165104024621,0.28445809087323337,654.4
0.35,1.8,7,15,0.3,0.35,135,0.001,0.003,6.0,0.8566828637095062,0.4585290121503844,0.7503042651100597,0.330160220079944,588.2
0.25,1.4,8,5,0.3,0.3,90,0.015,0.003,0.5,0.8566269765953699,0.4570922802409304,0.8213100168245351,0.31667747205102914,524.4
0.15,1.4,6,7,0.1,0.55,135,0.0005,0.003,2.0,0.8565590262664367,0.42747753022691404,0.9391282614248067,0.27672389720246754,539.8
0.25,1.8,7,21,0.15,0.25,135,0.001,0.002,1.0,0.8561279244029263,0.446658598883203,0.8799695085539788,0.2992984977646643,665.4
0.35,1.2,4,11,0.4,0.6,150,0.002,0.002,3.5,0.856426874744988,0.4200239583969049,0.4925458422109685,0.36622868228509636,770.4
0.25,1.6,7,15,0.05,0.5,45,0.008,0.0,5.0,0.8566332155046308,0.4519783432081342,0.8552787456490357,0.3071592813329633,499.2
0.25,1.4,9,9,0.3,0.3,165,0.002,0.002,2.5,0.8567541279834165,0.4574767957205199,0.8214527210699863,0.31702474265210906,461.4
0.3,1.2,8,7,0.25,0.55,105,0.002,0.004,1.0,0.8564836640854804,0.45277626269139865,0.6771586881904597,0.34011035142644264,433.8
0.3,1.8,6,5,0.3,0.45,60,0.003,0.002,6.0,0.8563879179336007,0.4562518140794986,0.8231655030566566,0.3155941615758683,714.0
0.2,1.2,5,9,0.1,0.45,45,0.0005,0.002,1.5,0.8561595481711516,0.4512424690826192,0.8529950957511364,0.3067717049133251,622.4
0.35,1.6,5,9,0.15,0.35,135,0.0005,0.003,3.5,0.8565862020723548,0.4568725898313608,0.7063453733037637,0.33764420031783926,769.6
0.2,1.6,8,13,0.4,0.4,150,0.003,0.002,6.0,0.8562782408065559,0.4387471878643484,0.9115827515283283,0.2889048413705829,482.0
0.2,1.4,9,19,0.4,0.45,120,0.01,0.001,2.0,0.8563188505983209,0.44558452389000375,0.8879618884935917,0.29742045601967143,419.6
0.35,1.2,6,5,0.4,0.5,150,0.001,0.004,1.0,0.856666363959806,0.41854192605432716,0.4897624728068708,0.3654974743287206,518.2
0.25,1.0,5,13,0.4,0.35,120,0.001,0.001,6.0,0.8565533423168159,0.4571145050207635,0.7108411172591413,0.33689267306499143,777.6
0.25,1.0,7,5,0.35,0.5,75,0.01,0.0,3.5,0.8562389614605429,0.45719981449980107,0.715479667318818,0.33594747433640865,418.8
0.2,1.0,6,7,0.3,0.35,60,0.0005,0.002,6.0,0.8565995203595304,0.4567683729933731,0.8093924807289428,0.318170038502023,634.8
0.2,1.6,7,5,0.1,0.25,90,0.003,0.001,5.0,0.856153637352031,0.4391132319429392,0.9124391297893075,0.28913855641549446,727.2
0.15,1.4,5,13,0.1,0.25,75,0.01,0.004,6.0,0.8559361921043471,0.4270115648194233,0.9407694366416324,0.27619594454308266,782.8
0.15,1.0,7,21,0.05,0.4,60,0.004,0.003,0.5,0.8561483964491858,0.44409109472946495,0.8880333934045886,0.2960876061869597,541.8
0.35,1.4,5,17,0.15,0.3,150,0.008,0.0,0.5,0.8565151199481267,0.44679601891145443,0.62877484432785,0.3465396108829821,648.4
0.3,1.6,4,17,0.3,0.45,30,0.008,0.0,3.5,0.8563076449398304,0.45762484360259653,0.7946206560066289,0.3213537581689907,904.6
0.2,1.0,8,15,0.15,0.25,105,0.008,0.001,6.0,0.856150771520584,0.4564392809576147,0.8116049567570996,0.3175163026143745,578.8
0.3,1.2,5,7,0.4,0.25,90,0.003,0.0,2.0,0.8559982967994955,0.45196725981375374,0.6784426698935551,0.33888801435258387,799.8
0.15,1.4,6,21,0.35,0.6,90,0.0005,0.001,2.5,0.8564432962819227,0.427290703432375,0.9411976512368337,0.27638539560732867,508.4
0.25,1.0,9,15,0.25,0.3,105,0.01,0.003,6.0,0.8566289695310306,0.45698424835934653,0.7079867013088608,0.3373980130431602,488.2
0.3,1.4,5,19,0.4,0.5,150,0.004,0.0,5.0,0.8566864965633704,0.45820257974340545,0.7473070430554802,0.33040262172079043,709.2
0.15,1.6,8,9,0.45,0.45,105,0.001,0.0,3.5,0.8564258159336313,0.42137691014451956,0.9526152895732445,0.2705236509172414,526.6
0.25,1.4,7,17,0.15,0.6,105,0.015,0.0,3.5,0.856368741956452,0.4562113826992622,0.8227374921791505,0.3156208596191916,449.2
0.35,1.6,6,5,0.1,0.55,105,0.002,0.0,1.5,0.8564600645737649,0.4556761639412511,0.7084858860561095,0.33586005950107906,533.2
0.35,1.6,4,9,0.1,0.4,105,0.008,0.003,0.5,0.8562497266608169,0.45646166028113566,0.7156932907868928,0.3351145174890999,735.2
0.35,1.2,9,19,0.3,0.5,135,0.001,0.004,1.5,0.8566597641473569,0.41795318639638834,0.4870511685374317,0.3661493517937595,441.8
0.35,1.4,7,15,0.25,0.4,45,0.0005,0.001,6.0,0.8562019587902533,0.44465825705193235,0.6244219064767712,0.34528923659919786,608.6
0.35,1.6,8,7,0.25,0.45,135,0.003,0.004,2.5,0.8563656322344239,0.4553014180980595,0.7062022616229221,0.33596610832229157,535.8
0.3,1.2,4,9,0.1,0.6,60,0.015,0.0,3.5,0.8562539056804888,0.4543972799279346,0.6859356868329359,0.3397464401104881,732.4
0.25,1.0,8,21,0.25,0.45,60,0.002,0.002,2.0,0.8562340871036916,0.455778778582835,0.7133387471310819,0.3348924944072877,492.8
0.15,1.2,5,11,0.4,0.25,105,0.008,0.003,1.5,0.8562672343455864,0.4358182850330013,0.9217873528489792,0.2853771969227403,870.2
0.35,1.0,4,13,0.35,0.6,150,0.01,0.003,1.0,0.8561960895102401,0.3309020360799181,0.28580647888478816,0.39316610548976205,645.4
0.2,1.4,9,7,0.4,0.6,150,0.008,0.001,1.5,0.8564843201679302,0.4461374100689023,0.8883900521593693,0.2978711735274892,385.6
0.2,1.6,8,5,0.1,0.35,90,0.002,0.001,3.5,0.8566086403936325,0.43918393096348235,0.9112257617322932,0.2893205486216071,505.0
0.2,1.4,8,13,0.1,0.45,75,0.004,0.001,2.5,0.8562062441976985,0.44531527072013954,0.8864635703104888,0.2973507545956123,491.8
0.35,1.8,4,21,0.15,0.35,60,0.008,0.004,0.5,0.8563469126215765,0.4578245312422071,0.7560131734047568,0.3283450430977817,844.6
0.15,1.0,4,13,0.2,0.55,165,0.0005,0.003,2.5,0.8563294715475742,0.4448433278030642,0.8888183940781303,0.2966658288301605,719.2
