threshold,scale_pos_weight,num_leaves,max_depth,subsample,colsample_bytree,min_child_samples,min_child_weight,reg_alpha,reg_lambda,AUC,F1_score,Recall,Precision,Avg_Best_Iteration
0.3,1.6,6,17,0.35,0.38,120,0.001,0.001,2.5,0.8562618483940574,0.45688688708458924,0.7919801945656777,0.3210608702539245,596.2
0.2,1.4,4,19,0.25,0.38,45,0.004,0.0,1.5,0.8562422463586514,0.4448101433878608,0.8853218090233188,0.29703089856201376,828.0
0.15,1.2,6,19,0.35,0.32,120,0.0005,0.001,2.0,0.8565417455532712,0.4349071992320933,0.9216447504623755,0.284606587260016,581.6
0.25,1.0,7,5,0.3,0.38,105,0.001,0.003,0.5,0.8561520050634119,0.455906385526019,0.7146233399872626,0.3347469056457847,533.6
0.25,1.2,4,15,0.15,0.34,60,0.001,0.0,1.5,0.8562869591584971,0.4567231452933253,0.7790633977106716,0.3230715574587648,837.8
0.3,1.2,9,19,0.3,0.38,30,0.0005,0.0,1.5,0.8563063827187246,0.4533098665234302,0.678157083149669,0.34045924303321573,442.4
0.2,1.2,8,21,0.3,0.3,90,0.001,0.002,0.5,0.856582740514477,0.4528412780901956,0.8558494607719934,0.30788539664289627,492.8
0.15,1.2,7,19,0.15,0.3,135,0.004,0.004,0.5,0.856663676014479,0.43487144149997503,0.9217874547078269,0.2845661041557094,509.0
0.35,1.8,5,9,0.25,0.36,30,0.004,0.002,1.0,0.8565712124995274,0.4576627133644758,0.7542291920836323,0.32850934627159967,773.8
0.35,1.6,5,7,0.35,0.34,45,0.004,0.004,2.5,0.8565025476280805,0.45650539533862833,0.7091997383246206,0.33660015853215036,679.2
