num_leaves,max_depth,subsample,colsample_bytree,scale_pos_weight,min_child_samples,min_child_weight,reg_alpha,reg_lambda,threshold,f1_score,auc,precision,recall,avg_best_iteration
10,12,0.10484071407488882,0.3398477942514856,1.375401721298959,65,0.00224465169629092,0.0028769168116915137,4.57889146527396,0.2891636063025154,0.46000588215998706,0.8573055611583869,0.3306648511503425,0.7556840077071291,643.2
11,8,0.12081880405109975,0.3265093401720577,1.3313319150825285,65,0.0013437993868276065,0.002747677618141618,3.7031715870549564,0.2844298257357667,0.4599481199655838,0.8572835943803071,0.3313893054276943,0.7516163562406337,527.6
11,5,0.11784513677938316,0.34314243979548564,1.317782197689465,61,0.0005125484360271254,0.002220279974382023,4.345118841144131,0.28178679189353933,0.4598721420104993,0.8572545035471713,0.33073621838148665,0.7545707557268251,480.0
12,12,0.13065229746194004,0.3165562073794254,1.3275236197676932,60,0.0010373592034200192,0.002245737949091454,5.2979520532409445,0.28768542670237773,0.4598702947137312,0.8573646190826187,0.3325551668175689,0.7453222008135303,508.2
11,11,0.1211912763598568,0.34656308365528254,1.3164169089086086,61,0.0030780801972374386,0.002931313775777938,5.424868570527779,0.2802360159536884,0.45984552129208023,0.857291705743612,0.33038881606440584,0.7562406336972811,521.2
11,6,0.11869853326122143,0.3475799330796699,1.324081585092939,61,0.0012542722570457444,0.002910863679819543,3.0759174536600864,0.2870975121934279,0.45984365115637144,0.8572256223776236,0.33226899597264314,0.7465639049454078,482.4
12,12,0.1745572286546037,0.33075204080211856,1.3389242033063578,61,0.0009358166924571803,0.002111985268950594,5.004859133134842,0.28447933924322594,0.45983946861976743,0.8574298187514622,0.3308228060351278,0.7539713123528152,543.0
11,8,0.12263739633799546,0.3242886747383461,1.3263008578007849,65,0.0013527320588634048,0.002755183559630856,3.757015781465117,0.28394325538991716,0.4598238920173577,0.8573146957613297,0.3312218127716108,0.7518304431599229,547.0
11,12,0.10762140230585626,0.35274268526240443,1.3300306447856578,62,0.0013523258013619613,0.002928600371168227,4.712900802576629,0.28377112537766824,0.45981607707422845,0.8572308218287696,0.33087111832101274,0.7535859558980946,513.4
11,7,0.12317811240860917,0.3322808969522656,1.3227684568711995,66,0.001448080610955617,0.002791601498817559,4.455146434140707,0.2849504412057723,0.4597930366204562,0.8572934941082127,0.3314758387582259,0.7503318347248984,464.4
